   474   Leigh   November     35.12   11.45  181.56   20.02   68.71
   475   Leigh   February     36.59   18.33  220.96   20.74   80.70
   476   Tom     May          21.98   13.64  156.32   31.52   22.11
   477   Jon     August       16.74   20.50  195.95   30.88   55.76
   478   Jon     October      24.63   13.20  184.16   23.75   50.08
   479   Tom     September    25.35   14.17  196.65   31.35   14.05
   480   Jon     May          23.89   17.36  138.14   21.86   67.85
   481   Jon     April        27.37   11.86  174.88   18.41   50.65
   482   Jon     July         22.17   12.98  192.33   27.19   83.79
   483   Jon     September    23.85   11.70  154.60   21.09   47.12
   484   Leigh   August       30.57   16.47  206.96   29.63   70.46
   485   Jon     May          27.02   10.07  138.76   26.59   68.54
   486   Jon     February     24.89   12.41  219.49   20.27   50.08
   487   Jon     February     25.21   12.82  219.90   16.66   50.36
   488   Jon     April        29.18    7.73  178.42   19.03   49.84
   489   Leigh   June         24.21   15.70  133.68   28.53   67.98
   490   Tom     June         17.39   15.64  166.90   37.32   14.06
   491   Leigh   February     36.75   15.95  215.96   18.03   77.50
   492   Leigh   February     34.93   19.33  222.41   22.28   76.68
   493   Leigh   May          22.29   14.13  140.53   21.63   86.76
   494   Leigh   November     27.72   16.00  181.01   15.59   74.49
   495   Leigh   February     35.38   15.74  218.91   25.08   84.07
   496   Jon     October      21.95   10.39  180.22   21.06   48.80
   497   Leigh   March        35.20   12.67  190.80   24.52   69.06
   498   Jon     March        23.55   12.76  187.08   23.95   49.36
   499   Jon     November     24.88   15.06  183.73   23.54   55.70
   500   Tom     September    21.01   14.17  203.26   29.38   21.35
   501   Tom     July         26.96   18.21  192.10   37.45   18.83
   502   Leigh   September    29.06   11.72  157.79   16.52   67.76
   503   Tom     November     22.87   13.72  200.19   26.46   21.46
   504   Tom     August       26.47   15.18  215.07   32.44   15.58
   505   Tom     January      30.00   14.05  199.77   29.23   15.51
   506   Jon     April        25.31    8.81  176.43   19.69   53.91
   507   Tom     May          22.34   13.61  147.49   34.37   16.34
   508   Leigh   September    34.45   14.63  152.53   22.33   72.36
   509   Jon     April        24.61   11.47  182.34   16.90   51.01
   510   Jon     July         20.27   17.05  185.20   23.94   80.80
   511   Leigh   August       24.27   22.25  201.99   27.67   66.41
   512   Jon     June         28.63   10.98  141.48   19.77   48.85
   513   Jon     July         19.87   18.61  194.34   25.68   77.98
   514   Tom     April        24.58   12.62  145.47   28.49   23.69
   515   Tom     February     22.07   16.41  203.42   27.79   19.59
   516   Tom     June         27.44   14.71  167.33   32.61   22.53
   517   Leigh   July         28.97   11.72  191.03   28.79   99.88
   518   Leigh   October      33.33   12.16  180.71   27.27   71.58
   519   Leigh   October      31.84   16.15  178.95   22.66   73.15
   520   Leigh   July         29.04   18.30  188.53   27.18   99.90
   521   Tom     May          25.41   13.18  146.12   34.50   23.54
   522   Jon     December     20.91    8.25  179.92   25.97   50.79
   523   Jon     October      23.82   14.51  182.08   17.61   51.61
   524   Jon     April        23.49    9.15  185.36   19.24   48.01
   525   Jon     March        23.30   19.86  183.12   24.53   49.90
   526   Tom     May          20.01   14.78  146.41   32.38   20.36
   527   Jon     September    22.66   14.43  164.73   20.04   55.36
   528   Jon     January      24.59   17.78  202.06   19.33   49.42
   529   Tom     May          26.78   13.60  149.54   32.91   24.06
   530   Tom     August       26.56   12.29  221.04   30.25   18.63
   531   Jon     December     19.87   17.19  177.93   15.75   53.44
   532   Jon     May          24.97    9.62  142.29   21.06   71.77
   533   Leigh   February     35.34   15.31  220.18   19.26   82.88
   534   Leigh   October      28.96   12.04  173.90   23.60   69.72
   535   Jon     June         27.53   12.95  137.72   23.88   48.34
   536   Leigh   December     36.52   12.10  174.85   18.22   67.23
   537   Tom     January      26.01   14.67  200.79   32.46   20.99
   538   Tom     September    23.05   18.31  195.99   29.72   17.72
   539   Leigh   September    35.51   17.52  161.53   16.42   67.77
   540   Jon     December     23.53   18.24  183.16   16.30   50.62
   541   Jon     February     27.82   12.17  218.90   18.80   50.15
   542   Tom     June         27.04    8.72  168.07   32.81   25.14
   543   Tom     July         27.00   11.76  188.13   34.13   21.99
   544   Leigh   December     36.08   14.00  180.33   15.99   70.75
   545   Tom     August       25.69   12.59  223.36   31.96   21.80
   546   Leigh   January      27.57   15.41  198.22   19.16   61.47
   547   Leigh   August       32.81   17.73  199.92   29.62   67.39
   548   Jon     September    24.14   17.14  158.71   16.69   48.81
   549   Jon     June         19.90    6.88  141.48   17.80   47.85
   550   Jon     December     21.70   14.53  183.96   16.61   48.89
   551   Leigh   April        24.22   13.52  195.50   19.95   68.33
   552   Leigh   June         25.13   12.22  139.89   25.13   71.02
   553   Leigh   November     29.22   12.85  180.65   18.43   69.53
   554   Leigh   August       26.00   15.04  200.25   30.58   72.16
   555   Leigh   November     28.60   15.55  184.63   24.52   71.25
   556   Jon     March        27.04   14.92  187.82   20.49   51.27
   557   Leigh   August       28.96   17.00  201.56   27.21   73.32
   558   Jon     May          24.73   12.52  137.54   18.95   74.60
   559   Tom     January      25.23   13.63  198.91   30.39   24.23
   560   Tom     September    17.68   12.05  197.80   33.13   19.71
   561   Leigh   November     33.09   17.16  180.09   17.24   71.59
   562   Leigh   July         28.61   15.85  185.74   22.69  101.02
   563   Tom     April        23.24   14.78  150.21   30.97   20.00
   564   Leigh   September    34.69   16.33  159.84   22.87   73.84
   565   Leigh   March        36.11   14.22  189.41   21.72   63.86
   566   Jon     February     27.29   17.54  215.03   19.98   52.02
   567   Jon     May          24.33   14.20  137.11   19.77   69.79
   568   Jon     March        25.98   12.83  187.82   23.26   50.12
   569   Leigh   March        35.64   13.84  192.44   18.93   67.94
   570   Tom     August       27.70   10.81  220.61   33.46   18.70
   571   Jon     August       20.79   13.93  194.37   30.95   49.58
   572   Leigh   April        26.60   13.81  186.87   26.66   69.90
   573   Leigh   May          24.56   16.65  140.22   20.19   87.53
   574   Leigh   August       31.67   12.58  196.21   28.09   68.14
   575   Leigh   November     31.29    6.10  179.19   22.10   72.37
   576   Leigh   February     36.70   17.55  212.76   19.71   79.55
   577   Leigh   November     37.05   10.87  177.32   21.11   64.54
   578   Tom     April        19.97   14.58  148.02   31.28   20.83
   579   Tom     April        20.02   13.99  149.26   28.45   19.76
   580   Leigh   November     33.11   10.17  179.59   19.82   73.11
   581   Jon     March        26.97   14.54  191.31   21.67   47.16
   582   Tom     May          24.59   13.60  152.76   31.06   17.96
   583   Jon     January      26.25   11.61  199.14   20.76   48.24
   584   Leigh   August       27.92   13.56  194.47   29.49   66.52
   585   Tom     September    17.88   14.31  200.45   30.88   17.45
   586   Leigh   July         33.43   14.85  190.19   27.95  101.84
   587   Jon     December     27.67   16.47  180.76   16.35   44.82
   588   Tom     March        24.55   14.54  198.77   31.24   25.85
   589   Leigh   July         34.84   13.89  190.42   26.63   99.11
   590   Jon     July         21.02   12.55  191.41   24.61   80.69
   591   Leigh   March        36.23   19.58  187.22   20.39   70.79
   592   Jon     May          26.07   11.44  139.39   18.12   69.23
   593   Tom     July         24.32    7.56  187.56   39.88   18.89
   594   Jon     December     25.32   12.89  177.84   22.09   45.45
   595   Jon     June         25.86   15.06  139.76   18.89   50.03
   596   Jon     August       20.20   18.21  202.48   32.85   51.22
   597   Jon     March        25.70   12.24  189.03   21.86   54.98
   598   Leigh   September    40.45   12.53  157.28   18.71   76.45
   599   Leigh   March        30.98   13.05  187.45   21.02   69.01
   600   Jon     August       19.63   12.18  200.64   30.73   47.22
   601   Leigh   April        23.94   10.96  190.52   19.17   66.09
   602   Tom     November     21.70   14.15  202.25   28.62   23.90
   603   Jon     August       20.62   18.51  200.92   29.24   49.26
   604   Leigh   May          24.46   16.56  141.21   18.75   80.80
   605   Leigh   January      32.41   12.92  201.84   23.07   73.49
   606   Jon     March        24.39   16.68  194.10   26.66   58.62
   607   Tom     April        23.49   12.18  152.77   31.14   20.27
   608   Tom     June         23.47   12.01  174.09   32.73   21.09
   609   Leigh   May          26.02   16.58  140.60   19.66   88.69
   610   Leigh   February     36.29   12.04  216.80   18.04   79.81
   611   Jon     August       21.15   15.97  200.51   30.05   50.64
   612   Tom     April        23.42   12.02  152.23   32.57   21.11
   613   Leigh   May          29.10   17.51  139.34   21.60   86.61
   614   Tom     February     27.83   14.81  197.82   30.43   12.95
   615   Leigh   November     38.53   16.12  180.09   19.56   70.37
   616   Tom     November     27.55   18.61  199.58   27.25   18.20
   617   Jon     September    24.49   15.57  158.25   17.19   53.94
   618   Tom     December     22.92   15.38  222.17   24.30   16.55
   619   Leigh   August       27.94   11.84  196.21   27.20   71.21
   620   Tom     June         19.76    5.13  173.63   39.13   22.51
   621   Tom     August       26.97   13.82  214.30   31.98   23.42
   622   Jon     September    23.07   16.25  153.27   23.96   46.13
   623   Jon     August       17.93   22.95  202.15   28.42   53.07
   624   Leigh   December     30.89   13.47  183.96   19.55   66.68
   625   Tom     November     25.20   16.95  202.61   28.64   21.87
   626   Jon     November     24.06   13.24  175.20   21.25   51.94
   627   Jon     January      23.43    9.74  194.15   17.64   48.93
   628   Jon     September    22.08   10.93  158.16   18.53   48.75
   629   Tom     August       22.81   17.16  223.09   32.10   19.33
   630   Tom     July         23.38   14.30  186.29   31.30   20.85
   631   Leigh   June         19.92   18.70  139.99   23.67   68.45
   632   Leigh   May          21.15   16.21  140.54   18.58   91.26
   633   Leigh   February     35.49   19.79  221.22   18.02   74.22
   634   Tom     July         29.28   12.09  190.54   35.61   17.60
   635   Jon     March        26.35   11.19  186.82   21.55   42.97
   636   Jon     September    31.05    7.10  161.85   22.80   52.82
   637   Leigh   January      30.33   12.62  194.64   20.84   71.50
   638   Leigh   March        38.31   17.42  190.19   22.29   66.98
   639   Jon     June         27.49   13.13  141.96   19.48   47.59
   640   Leigh   August       31.60   11.90  202.63   25.96   69.28
   641   Leigh   March        36.19   20.25  187.99   21.98   63.05
   642   Leigh   January      29.76    7.07  198.45   19.38   72.41
   643   Jon     July         18.58   13.71  181.63   28.45   80.41
   644   Leigh   August       26.05   16.32  199.67   27.64   66.04
   645   Leigh   January      29.80   11.54  198.26   18.12   67.27
   646   Leigh   September    38.43   13.53  160.14   19.84   67.39
   647   Leigh   July         31.27   15.87  192.44   25.53  102.03
   648   Tom     September    20.62   14.61  197.56   29.08   20.78
   649   Jon     June         26.03   13.61  141.83   19.82   52.28
   650   Leigh   February     34.64   15.49  216.92   20.13   79.03
   651   Tom     February     23.23   15.86  196.99   31.04   24.88
   652   Jon     May          25.22   14.79  133.98   20.38   72.67
   653   Leigh   February     36.65   11.37  221.44   17.42   82.09
   654   Jon     October      20.81   12.57  181.87   18.21   52.74
   655   Leigh   August       32.00   15.12  196.70   28.02   69.36
   656   Leigh   July         30.62   15.66  189.45   26.04   95.19
   657   Leigh   August       25.92   12.00  201.04   31.57   71.41
   658   Jon     October      22.95   16.44  184.73   19.26   53.04
   659   Tom     February     26.69   13.30  197.78   34.18   23.49
   660   Tom     July         25.64   10.99  193.00   38.40   18.61
   661   Tom     March        27.99   12.72  201.93   29.25   23.95
   662   Tom     February     25.93   12.34  195.53   30.28   18.72
   663   Tom     September    23.51   14.53  201.48   31.60   17.59
   664   Tom     September    22.85   14.85  196.75   30.56   15.08
   665   Leigh   November     35.71   15.94  170.80   19.04   69.80
   666   Leigh   October      34.58   18.58  177.13   24.22   73.21
   667   Tom     February     20.61   13.30  198.38   29.59   23.76
   668   Tom     April        23.14   17.02  152.43   29.61   21.19
   669   Jon     December     20.26   14.74  191.47   18.01   53.29
   670   Tom     October      20.93   15.95  200.48   25.49   19.97
   671   Leigh   February     38.98   14.00  217.41   20.27   77.10
   672   Jon     November     22.86   16.34  177.48   19.70   50.63
   673   Leigh   February     36.66   18.50  226.48   17.77   80.33
   674   Jon     January      27.87   14.08  201.78   19.96   49.15
   675   Jon     January      21.01   12.69  200.08   20.84   51.65
   676   Jon     March        27.16   12.46  192.76   23.41   49.10
   677   Leigh   October      34.49   11.81  179.44   21.16   67.28
   678   Tom     May          23.81   13.11  153.20   29.75   21.56
   679   Leigh   May          23.96    9.56  135.40   17.74   86.48
   680   Tom     April        19.66    7.09  146.79   27.79   19.22
   681   Leigh   October      29.86   14.52  178.54   27.49   72.01
   682   Jon     February     25.45   17.22  226.77   16.58   53.30
   683   Tom     November     23.71   18.06  199.75   30.47   15.92
   684   Tom     January      24.81    8.67  195.71   30.76   22.06
   685   Leigh   March        36.57    9.36  190.87   24.32   69.57
   686   Jon     April        26.78    4.48  183.62   22.76   45.37
   687   Jon     July         23.07   13.30  189.75   24.77   77.96
   688   Jon     November     20.65   12.11  182.97   18.71   49.54
   689   Leigh   June         20.05   15.22  136.74   28.09   73.62
   690   Jon     February     24.06   17.31  220.88   22.62   48.32
   691   Jon     December     24.78    9.12  180.75   18.23   48.93
   692   Jon     January      24.36   11.40  201.59   17.19   45.51
   693   Jon     January      20.81   12.15  196.29   18.45   51.61
   694   Jon     October      26.60   12.97  180.43   19.34   52.99
   695   Leigh   September    33.67   14.23  160.62   20.60   72.77
   696   Leigh   July         27.96   14.05  186.71   26.26  100.41
   697   Jon     December     23.15   14.61  178.12   22.24   48.24
   698   Leigh   February     34.26    9.09  219.18   19.16   77.45
   699   Tom     June         25.40   15.19  167.57   36.77   22.05
   700   Tom     June         19.37   13.94  174.82   35.75   21.53
   701   Jon     April        27.58   12.19  175.95   22.20   50.36
   702   Jon     November     23.20   15.75  178.19   17.73   49.39
   703   Leigh   February     37.21   14.25  218.77   19.54   78.29
   704   Jon     December     20.17   15.48  184.57   21.20   51.01
   705   Leigh   May          22.21   12.87  137.39   21.35   88.43
   706   Jon     October      19.89   11.15  175.92   16.90   49.08
   707   Tom     October      25.85   14.80  205.54   29.95   26.03
   708   Leigh   April        21.98   13.29  187.54   16.94   71.19
   709   Leigh   August       29.28   14.53  199.00   28.09   71.75
   710   Tom     June         19.62   18.93  167.91   39.89   20.21
   711   Leigh   March        36.78   16.95  188.17   17.99   69.50
   712   Tom     September    23.84   14.11  204.51   26.29   17.48
   713   Leigh   March        36.03   11.61  185.50   22.57   67.32
   714   Jon     September    27.48   13.28  159.22   18.97   49.03
   715   Jon     December     26.95   11.37  189.54   21.81   49.12
   716   Leigh   June         25.12   11.65  137.64   25.09   68.43
   717   Leigh   December     34.77   11.36  180.17   17.34   71.22
   718   Leigh   May          30.41   12.77  141.99   18.52   90.42
   719   Leigh   April        26.13   10.29  183.97   19.63   70.34
   720   Tom     June         27.58    8.11  169.85   34.12   22.62
   721   Leigh   May          24.01   15.44  137.31   17.49   92.87
   722   Tom     June         26.25   10.10  169.20   34.68   18.29
   723   Jon     January      23.61   15.66  200.06   20.46   53.82
   724   Leigh   January      27.82   17.47  199.81   19.68   71.00
   725   Tom     September    22.17   14.12  200.86   28.24   19.83
   726   Jon     September    27.31   13.42  155.37   21.58   49.85
   727   Tom     September    22.21   11.91  200.36   31.22   19.69
   728   Tom     June         27.45    9.19  170.87   34.33   17.67
   729   Jon     April        26.52   13.85  184.36   19.15   47.26
   730   Jon     September    26.55   11.90  161.10   18.25   45.09
   731   Tom     September    22.90   16.47  200.33   32.93   16.39
   732   Tom     November     25.66   15.04  202.91   28.74   17.73
   733   Jon     July         22.08    8.36  194.02   23.82   74.80
   734   Tom     March        25.83   14.10  196.44   32.14   19.54
   735   Jon     June         28.32   14.47  138.96   21.51   46.22
   736   Jon     August       21.01   14.69  199.80   30.27   44.11
   737   Jon     February     29.18   10.86  215.97   17.55   46.00
   738   Jon     March        24.92   17.44  193.18   18.19   43.90
   739   Tom     July         26.31   13.57  189.45   32.92   16.64
   740   Tom     April        24.84   12.00  147.23   29.04   19.04
   741   Tom     December     23.48   14.13  217.50   30.30   21.66
   742   Jon     February     25.73   12.16  215.71   20.06   46.91
   743   Jon     November     25.57    8.65  182.05   18.13   52.22
   744   Jon     April        24.17   11.06  176.35   20.96   51.37
   745   Jon     September    23.66   12.78  156.95   15.14   55.79
   746   Tom     December     25.90   14.44  215.61   27.66   22.01
   747   Leigh   July         32.24   16.66  190.60   25.67  104.04
   748   Leigh   February     33.33   12.37  218.81   22.31   80.49
   749   Leigh   August       28.73   16.16  196.04   31.55   69.11
   750   Jon     March        22.63   14.83  186.42   22.41   50.52
   751   Tom     September    22.42   14.03  198.07   29.51   21.44
   752   Jon     August       21.52   21.70  202.58   31.42   47.98
   753   Jon     June         24.30   16.15  143.20   20.78   54.60
   754   Tom     May          24.04   15.71  143.94   30.24   17.26
   755   Tom     June         20.59   12.31  170.74   32.74   14.68
   756   Tom     June         24.99   14.52  164.38   33.93   17.47
   757   Jon     April        21.50    4.79  177.28   18.79   53.89
   758   Leigh   September    33.98   10.02  160.12   21.33   67.15
   759   Leigh   April        22.49    7.64  188.76   19.38   70.88
   760   Jon     December     21.41   11.37  177.89   24.30   50.97
   761   Tom     July         27.77   15.04  195.48   31.36   20.88
   762   Leigh   September    32.10   14.02  157.00   19.42   71.25
   763   Jon     February     22.58   14.56  215.91   16.74   49.20
   764   Jon     April        24.23   12.62  179.15   21.91   52.70
   765   Jon     May          25.15   15.67  141.10   20.06   70.37
   766   Jon     March        22.61   19.87  192.02   21.71   49.27
   767   Jon     June         20.45   12.04  146.11   21.99   50.20
   768   Jon     October      23.81    9.68  179.68   19.57   48.32
   769   Tom     November     21.39   14.62  198.29   31.43   19.55
   770   Jon     July         21.74   12.59  188.29   21.21   83.15
   771   Tom     August       22.53   14.87  219.42   30.95   20.28
   772   Leigh   October      37.75   18.15  177.90   23.52   72.61
   773   Jon     July         23.76   13.18  192.35   26.47   81.28
   774   Tom     March        23.36   16.26  206.08   32.24   22.38
   775   Tom     October      23.06   16.06  197.56   29.32   19.54
   776   Tom     June         28.07   19.70  173.59   33.99   16.72
   777   Leigh   January      25.59   11.25  201.05   19.09   67.77
   778   Leigh   September    31.09   18.21  156.37   17.08   68.89
   779   Tom     June         23.56   14.95  171.46   35.54   19.65
   780   Tom     August       29.85   16.53  220.29   29.58   18.18
   781   Tom     March        25.74   16.01  206.38   28.69   16.95
   782   Leigh   May          25.87   15.38  136.58   20.53   89.18
   783   Jon     March        26.98   19.83  197.17   21.43   46.40
   784   Leigh   October      36.57   15.25  184.01   18.69   69.66
   785   Leigh   March        33.38   13.13  184.99   23.24   69.36
   786   Jon     September    28.88   11.79  161.11   19.21   49.63
   787   Jon     April        26.21    6.00  179.25   16.74   55.08
   788   Leigh   February     37.23   17.50  214.55   18.69   79.04
   789   Leigh   May          22.38   16.42  142.69   19.73   93.95
   790   Jon     September    19.27   11.66  160.07   20.62   56.92
   791   Leigh   November     29.24    8.53  173.85   23.20   69.85
   792   Leigh   November     32.83   15.04  181.60   18.08   70.99
   793   Jon     July         19.62   15.93  197.10   25.84   79.43
   794   Jon     April        24.83   10.17  178.07   16.85   48.62
   795   Leigh   May          24.38   15.74  135.32   18.46   90.06
   796   Jon     September    27.16   13.86  159.12   20.94   49.10
   797   Leigh   May          25.30   16.12  138.66   20.46   89.83
   798   Leigh   September    36.05   16.77  162.47   21.36   71.62
   799   Leigh   January      29.98   14.60  197.40   20.56   70.04
   800   Jon     December     23.93   15.69  179.33   22.32   43.95
   801   Tom     October      16.53   13.79  201.76   31.37   17.93
   802   Leigh   March        37.76   14.96  194.53   23.93   69.74
   803   Jon     September    24.01   14.13  159.19   18.43   51.75
   804   Tom     October      21.45   17.45  199.29   32.50   18.44
   805   Leigh   March        32.16   12.80  182.63   20.33   74.22
   806   Tom     April        24.40   10.45  149.03   29.49   19.15
   807   Tom     May          20.78   17.12  146.60   26.44   21.55
   808   Tom     August       26.79   14.12  216.63   28.50   24.06
   809   Jon     December     22.10    8.44  178.53   22.28   48.41
   810   Jon     November     21.50   12.67  176.44   21.69   53.93
   811   Leigh   February     36.75   12.27  223.09   22.90   81.28
   812   Jon     August       20.88   16.70  198.20   30.47   51.76
   813   Leigh   July         29.18    8.93  184.79   25.00   99.56
   814   Leigh   October      33.68   14.66  178.24   29.56   68.76
   815   Jon     April        24.97   11.66  180.29   18.99   54.06
   816   Jon     May          22.46   16.32  136.07   24.36   68.66
   817   Jon     June         23.40   19.71  145.59   23.11   48.45
   818   Jon     December     24.34   13.79  171.71   20.16   47.49
   819   Leigh   February     38.51   10.42  219.97   13.81   80.86
   820   Jon     September    27.57   13.39  156.05   20.74   54.28
   821   Tom     December     21.90   12.75  218.76   31.20   19.09
   822   Leigh   April        28.16   12.32  189.79   22.68   70.60
   823   Leigh   March        32.14   17.23  195.92   24.52   65.86
   824   Jon     July         21.23   12.68  190.74   21.95   81.32
   825   Tom     September    21.62   16.64  198.74   34.23   20.00
   826   Leigh   July         28.61   14.57  189.86   22.70  100.96
   827   Tom     August       22.87   16.43  225.18   25.82   22.76
   828   Leigh   February     40.80   19.30  220.42   16.16   79.30
   829   Leigh   May          24.29   15.91  143.74   19.93   86.81
   830   Jon     April        23.73    7.84  182.60   19.03   48.56
   831   Jon     May          24.29   14.26  135.30   24.91   64.96
   832   Leigh   July         27.92   16.92  183.43   23.77   98.27
   833   Tom     January      23.28   14.26  203.40   29.52   25.66
   834   Jon     May          25.79   18.29  137.88   18.71   71.65
   835   Tom     March        27.62   15.13  201.86   30.80   21.36
   836   Leigh   June         25.82   13.59  133.74   24.61   75.64
   837   Tom     January      26.45   14.85  196.32   31.48   18.33
   838   Leigh   June         24.69   13.89  140.41   25.85   63.76
   839   Tom     April        24.72   13.72  153.37   33.27   16.81
   840   Leigh   November     32.69   15.03  176.50   14.34   65.66
   841   Leigh   February     36.10   16.31  217.25   19.16   81.64
   842   Tom     January      28.93   14.09  201.84   31.71   23.19
   843   Jon     October      24.46   11.81  178.04   18.29   48.58
   844   Jon     November     26.21   13.55  186.54   17.73   51.29
   845   Jon     January      26.55   12.14  192.33   13.01   44.28
   846   Leigh   July         28.99   12.32  184.39   26.83   98.91
   847   Tom     February     28.66   13.71  196.92   29.16   16.53
   848   Tom     October      20.97   16.88  200.54   29.52   24.78
   849   Leigh   March        32.09   16.82  194.13   24.04   71.32
   850   Tom     May          22.69   17.87  150.22   28.21   15.43
   851   Leigh   September    36.15   11.38  163.79   20.00   70.22
   852   Leigh   October      34.50   18.14  180.98   25.85   71.48
   853   Tom     November     24.08   13.62  199.21   29.48   21.38
   854   Jon     March        22.40   15.11  194.56   24.85   48.18
   855   Leigh   March        36.11   11.94  193.35   21.57   70.64
   856   Jon     June         24.59   14.15  140.38   17.78   55.80
   857   Jon     June         28.00   14.47  140.89   17.93   48.05
   858   Tom     May          23.96   15.88  155.25   26.10   21.58
   859   Tom     February     27.24   12.00  197.58   32.39   21.68
   860   Jon     July         22.67   12.23  194.22   24.76   81.08
   861   Leigh   April        24.25   17.37  190.07   15.82   69.86
   862   Tom     June         24.27   13.75  171.19   36.16   19.13
   863   Tom     September    23.35   14.64  196.65   28.38   21.16
   864   Leigh   October      35.78   12.74  178.75   26.23   73.10
   865   Jon     March        25.98   14.97  187.19   21.71   51.41
   866   Jon     December     21.45   12.13  179.55   22.37   46.81
   867   Jon     March        26.77   16.06  186.42   21.40   47.48
   868   Jon     June         24.26   16.67  138.98   24.18   49.44
   869   Leigh   May          27.88   12.63  142.39   15.35   88.03
   870   Leigh   April        21.37   12.35  186.39   20.57   69.29
   871   Leigh   April        27.22   12.09  190.18   19.29   70.54
   872   Leigh   June         26.45   14.85  139.00   31.11   68.71
   873   Jon     November     25.53   13.94  180.89   20.04   43.73
   874   Tom     September    19.09   14.22  197.30   27.85   23.87
   875   Tom     June         24.01   13.21  165.11   33.45   20.02
   876   Leigh   April        28.81   13.84  193.33   22.72   66.04
   877   Leigh   January      28.84   17.97  207.05   19.19   70.09
   878   Jon     October      20.82   14.86  180.96   21.02   47.05
   879   Jon     December     23.00   14.01  181.30   18.73   41.54
   880   Leigh   November     31.01   16.07  182.06   21.06   68.10
   881   Jon     April        27.81    9.15  176.04   17.92   44.93
   882   Leigh   August       29.42   15.96  197.62   30.87   70.85
   883   Leigh   April        23.77    8.64  190.44   16.79   65.00
   884   Tom     May          20.36   13.12  151.55   33.42   15.59
   885   Tom     November     21.69   12.14  195.76   29.04   24.88
   886   Tom     May          23.89   13.98  150.40   30.19   22.36
   887   Leigh   November     35.76   13.44  181.84   19.97   73.45
   888   Leigh   May          26.82   11.72  136.18   19.63   90.44
   889   Tom     December     21.76   17.74  214.43   33.03   24.27
   890   Jon     December     24.01   13.77  181.33   19.33   47.01
   891   Leigh   December     33.72   12.29  175.14   22.66   69.98
   892   Jon     November     26.36   13.10  183.46   15.09   49.88
   893   Jon     December     17.99   15.75  177.04   19.69   47.52
   894   Leigh   May          27.02   11.80  144.18   19.41   91.47
   895   Tom     June         27.59   13.33  171.59   37.63   19.72
   896   Jon     October      25.94   14.02  176.47   15.25   50.01
   897   Tom     August       24.54   16.12  222.21   28.66   20.69
   898   Leigh   July         29.91   12.87  194.05   28.21  101.96
   899   Leigh   January      31.51   13.49  196.03   18.97   70.27
   900   Leigh   March        34.72   12.36  193.56   25.91   69.86
   901   Leigh   July         34.47   18.05  189.24   24.95   94.53
   902   Leigh   January      30.60    9.59  195.00   19.88   71.56
   903   Jon     October      25.01   11.85  181.14   17.85   49.78
   904   Jon     April        26.64   10.24  177.51   22.87   49.60
   905   Leigh   September    36.40   13.30  159.35   17.96   70.67
   906   Leigh   November     33.11   15.10  177.59   21.87   71.22
   907   Jon     January      24.67   15.52  202.46   17.77   52.88
   908   Leigh   October      32.35   14.81  178.96   24.95   73.55
   909   Tom     September    23.00   14.05  196.45   28.03   20.80
   910   Leigh   May          25.03   16.62  139.69   24.01   92.67
   911   Tom     April        23.24   15.82  148.77   32.33   19.59
   912   Leigh   March        32.57   13.41  187.22   21.55   72.06
   913   Tom     July         23.96   15.30  187.40   38.01   17.88
   914   Leigh   September    34.96   18.71  162.77   21.48   68.69
   915   Tom     November     23.38   12.57  205.59   29.99   19.66
   916   Tom     October      24.21   16.54  204.61   29.56   15.90
   917   Leigh   August       27.62   11.34  205.54   27.33   69.39
   918   Tom     February     25.10   15.00  199.22   33.83   20.66
   919   Jon     February     24.26   13.41  229.63   18.32   45.12
   920   Leigh   July         30.41   13.97  186.55   22.04  100.71
   921   Leigh   May          28.51   14.18  141.60   19.70   88.10
   922   Jon     July         17.86   17.76  193.57   25.72   81.31
   923   Leigh   April        23.51   14.08  190.61   22.28   70.44
   924   Leigh   May          25.59   12.74  138.77   20.47   90.75
   925   Leigh   April        23.51    9.00  189.16   18.32   71.95
   926   Leigh   May          23.25   11.37  139.11   21.19   90.33
   927   Leigh   December     31.30   18.77  182.58   18.83   68.80
   928   Jon     October      22.94    9.91  183.36   17.06   43.05
   929   Leigh   February     36.02   18.73  216.89   21.68   81.24
   930   Leigh   March        30.06   13.32  189.59   20.49   67.42
   931   Leigh   June         22.74   15.68  139.03   27.06   70.13
   932   Leigh   May          22.38   15.74  139.86   22.04   86.89
   933   Leigh   September    38.78   13.59  161.41   18.93   76.56
   934   Tom     October      29.13   13.61  199.59   30.64   21.90
   935   Jon     December     17.80   14.98  181.17   16.90   50.37
   936   Leigh   February     32.16   18.85  219.07   15.64   80.87
   937   Leigh   May          20.62   14.38  139.78   19.87   91.29
   938   Leigh   March        35.67   12.21  191.40   24.54   72.84
   939   Tom     September    19.68   14.77  199.09   30.88   22.94
   940   Jon     June         26.83   15.74  144.36   19.90   48.64
   941   Leigh   August       30.91   12.06  202.00   22.12   63.62
   942   Jon     March        26.13   18.22  189.62   20.93   45.03
   943   Tom     February     24.88   17.20  199.62   28.70   20.24
   944   Leigh   August       26.30   13.53  198.82   31.36   71.20
   945   Leigh   January      27.60   13.29  197.52   19.98   65.56
   946   Leigh   March        34.78   13.55  191.56   21.96   70.87
   947   Tom     April        21.26   14.78  155.22   32.16   17.19
   948   Leigh   November     32.46   14.01  184.48   19.52   70.23
   949   Leigh   December     32.17   11.90  178.69   16.83   72.58
